IDPLAYER,PLAYERNAME,BIRTHDATE,FIRSTNAME,LASTNAME,TEAM,LG,POS,IDFANGRAPHS,FANGRAPHSNAME,MLBID,MLBNAME,CBSID,CBSNAME,RETROID,BREFID,NFBCID,NFBCNAME,ESPNID,ESPNNAME,KFFLNAME,DAVENPORTID,BPID,YAHOOID,YAHOONAME,MSTRBLLNAME,BATS,THROWS,FANTPROSNAME,LASTCOMMAFIRST,ROTOWIREID,FANDUELNAME,FANDUELID,DRAFTKINGSNAME,OTTONEUID,HQID,RAZZBALLNAME,FANTRAXID,FANTRAXNAME,ROTOWIRENAME,ALLPOS,NFBCLASTFIRST,NAME_TEAM,NAME_TEAM1,NAME_TEAM2,NAME_TEAM3,NAME_TEAM4,NAME_TEAM5,NAME_TEAM6
almonzo01,ZOILO ALMONTE,6/10/1989,Zoilo,Almonte,ATL,,OF,6732,ZOILO ALMONTE,501660.0,ZOILO ALMONTE,1812890.0,ZOILO ALMONTE,almoz001,almonzo01,9436.0,ZOILO ALMONTE,31469.0,ZOILO ALMONTE,Zoilo Almonte,ALMONTE19890610A,50911.0,9436.0,ZOILO ALMONTE,"Almonte, Zoilo",B,R,Zoilo Almonte,"Almonte, Zoilo",12338.0,,,,9387.0,,Zoilo Almonte,,,Zoilo Almonte,OF,"Almonte, Zoilo",ZOILO ALMONTE NAN,ZOILO ALMONTE NAN,ZOILO ALMONTE NAN,ZOILO ALMONTE NAN,ZOILO ALMONTE NAN,ZOILO ALMONTE NAN,ZOILO ALMONTE NAN
almoral01,ALBERT ALMORA,4/16/1994,Albert,Almora,CHN,NL,OF,14109,ALBERT ALMORA,546991.0,ALBERT ALMORA,2000031.0,ALBERT ALMORA,almoa002,almoral01,9553.0,ALBERT ALMORA,32686.0,ALBERT ALMORA,,ALMORA19940416A,70339.0,9553.0,ALBERT ALMORA JR.,"Almora Jr., Albert",R,R,Albert Almora,"Almora, Albert",12497.0,Albert Almora Jr.,38276.0,Albert Almora Jr.,18186.0,4801.0,Albert Almora Jr.,,,"Almora, Albert",OF,"Almora, Albert",ALBERT ALMORA CHC,ALBERT ALMORA CHC,ALBERT ALMORA CHC,ALBERT ALMORA CHC,ALBERT ALMORA CHC,ALBERT ALMORA CHC,ALBERT ALMORA JR. CHC
alonspe01,PETER ALONSO,12/7/1994,Peter,Alonso,[],NL,1B,sa873981,PETER ALONSO,624413.0,PETER ALONSO,,NAN,,alonspe01,,PETER ALONSO,37498.0,PETER ALONSO,,,101603.0,,NAN,"Alonso, Peter",R,R,Peter Alonso,"Alonso, Peter",14300.0,,,,,5829.0,Peter Alonso,,,Peter Alonso,1B,"Alonso, Peter",PETER ALONSO NYM,PETER ALONSO NYM,PETER ALONSO NYM,NAN NYM,PETER ALONSO NYM,PETER ALONSO NYM,NAN NYM
alonsyo01,YONDER ALONSO,4/8/1987,Yonder,Alonso,CLE,AL,1B,2530,YONDER ALONSO,475174.0,YONDER ALONSO,1629156.0,YONDER ALONSO,alony001,alonsyo01,8660.0,YONDER ALONSO,30016.0,YONDER ALONSO,Yonder Alonso,ALONSO19870408A,58012.0,8660.0,YONDER ALONSO,"Alonso, Yonder",L,R,Yonder Alonso,"Alonso, Yonder",10467.0,Yonder Alonso,12521.0,Yonder Alonso,5165.0,3390.0,Yonder Alonso,01c51,"Alonso, Yonder","Alonso, Yonder",1B,"Alonso, Yonder",YONDER ALONSO CHW,YONDER ALONSO CHW,YONDER ALONSO CHW,YONDER ALONSO CHW,YONDER ALONSO CHW,YONDER ALONSO CHW,YONDER ALONSO CHW
altavda01,DAN ALTAVILLA,9/8/1992,Dan,Altavilla,SEA,AL,P,16507,DAN ALTAVILLA,656186.0,DAN ALTAVILLA,2169865.0,DAN ALTAVILLA,altad001,altavda01,10378.0,DAN ALTAVILLA,35222.0,DAN ALTAVILLA,,,104719.0,10378.0,DAN ALTAVILLA,"Altavilla, Dan",R,R,Dan Altavilla,"Altavilla, Dan",14530.0,Dan Altavilla,73828.0,Dan Altavilla,20455.0,5366.0,Dan Altavilla,3-Dec,"Altavilla, Dan",Dan Altavilla,RP,"Altavilla, Dan",DAN ALTAVILLA SEA,DAN ALTAVILLA SEA,DAN ALTAVILLA SEA,DAN ALTAVILLA SEA,DAN ALTAVILLA SEA,DAN ALTAVILLA SEA,DAN ALTAVILLA SEA
altheaa01,AARON ALTHERR,1/14/1991,Aaron,Altherr,PHI,NL,OF,11270,AARON ALTHERR,571437.0,AARON ALTHERR,2107840.0,AARON ALTHERR,altha001,altheaa01,9734.0,AARON ALTHERR,31738.0,AARON ALTHERR,,ALTHERR19910114A,59584.0,9734.0,AARON ALTHERR,"Altherr, Aaron",R,R,Aaron Altherr,"Altherr, Aaron",11376.0,Aaron Altherr,54952.0,Aaron Altherr,12359.0,4653.0,Aaron Altherr,2484,"Altherr, Aaron","Altherr, Aaron",OF,"Altherr, Aaron",AARON ALTHERR PHI,AARON ALTHERR PHI,AARON ALTHERR PHI,AARON ALTHERR PHI,AARON ALTHERR PHI,AARON ALTHERR PHI,AARON ALTHERR PHI
altuvjo01,JOSE ALTUVE,5/6/1990,Jose,Altuve,HOU,AL,2B,5417,JOSE ALTUVE,514888.0,JOSE ALTUVE,1839905.0,JOSE ALTUVE,altuj001,altuvjo01,8996.0,JOSE ALTUVE,31662.0,JOSE ALTUVE,Jose Altuve,ALTUVE19900506A,55877.0,8996.0,JOSE ALTUVE,"Altuve, Jose",R,R,Jose Altuve,"Altuve, Jose",12118.0,Jose Altuve,14562.0,Jose Altuve,5918.0,3863.0,Jose Altuve,024m0,"Altuve, Jose","Altuve, Jose",2B,"Altuve, Jose",JOSE ALTUVE HOU,JOSE ALTUVE HOU,JOSE ALTUVE HOU,JOSE ALTUVE HOU,JOSE ALTUVE HOU,JOSE ALTUVE HOU,JOSE ALTUVE HOU
alvarhe01,HENDERSON ALVAREZ,4/18/1990,Henderson,Alvarez,PHI,AL,P,5669,HENDERSON ALVAREZ,506693.0,HENDERSON ALVAREZ,1756627.0,HENDERSON ALVAREZ,alvah001,alvarhe01,9011.0,HENDERSON ALVAREZ,31047.0,HENDERSON ALVAREZ,,ALVAREZ19900418A,55886.0,9011.0,HENDERSON ALVAREZ,"Alvarez, Henderson",R,R,Henderson Alvarez,"Alvarez, Henderson",11198.0,Henderson Alvarez,13061.0,Henderson Alvarez,4979.0,3884.0,Henderson Alvarez,01skb,"Alvarez, Henderson",Henderson Alvarez,P,"Alvarez, Henderson",HENDERSON ALVAREZ HOU,HENDERSON ALVAREZ HOU,HENDERSON ALVAREZ HOU,HENDERSON ALVAREZ HOU,HENDERSON ALVAREZ HOU,HENDERSON ALVAREZ HOU,HENDERSON ALVAREZ HOU
alvarjo01,JOSE ALVAREZ,5/6/1989,Jose,Alvarez,ANA,NL,P,5358,JOSE ALVAREZ,501625.0,JOSE ALVAREZ,1945280.0,JOSE ALVAREZ,alvaj001,alvarjo01,9429.0,JOSE ALVAREZ,32099.0,JOSE ALVAREZ,,ALVAREZ19890506A,50878.0,9429.0,JOSE ALVAREZ,"Alvarez, Jose",R,R,Jose Alvarez,"Alvarez, Jose",11284.0,Jose Alvarez,38007.0,Jose Alvarez,6145.0,4390.0,Jose Alvarez,021hr,"Alvarez, Jose",Jose Alvarez,P,"Alvarez, Jose",JOSE ALVAREZ PHI,JOSE ALVAREZ PHI,JOSE ALVAREZ PHI,JOSE ALVAREZ PHI,JOSE ALVAREZ PHI,JOSE ALVAREZ PHI,JOSE ALVAREZ PHI
alvarjo03,JOSE ALVARADO,5/21/1995,Jose,Alvarado,TBA,AL,P,17780,JOSE ALVARADO,621237.0,JOSE ALVARADO,,NAN,,alvarjo03,10692.0,JOSE ALVARADO,36063.0,JOSE ALVARADO,,,100568.0,10692.0,JOS?? ALVARADO,"Alvarado, Jose",L,L,Jose Alvarado,"Alvarado, Jose",14610.0,,,,29992.0,5547.0,Jose Alvarado,,,Jose Alvarado,RP,"Alvarado, Jose",JOSE ALVARADO TBA,JOSE ALVARADO TBA,JOSE ALVARADO TBA,NAN TBA,JOSE ALVARADO TBA,JOSE ALVARADO TBA,JOS?? ALVARADO TBA
alvarpe01,PEDRO ALVAREZ,2/6/1987,Pedro,Alvarez,BAL,NL,DH,2495,PEDRO ALVAREZ,476883.0,PEDRO ALVAREZ,1630071.0,PEDRO ALVAREZ,alvap001,alvarpe01,8645.0,PEDRO ALVAREZ,29962.0,PEDRO ALVAREZ,Pedro Alvarez,ALVAREZ19870718A,59218.0,8645.0,PEDRO ALVAREZ,"Alvarez, Pedro",L,R,Pedro Alvarez,"Alvarez, Pedro",10199.0,Pedro Alvarez,11098.0,Pedro Alvarez,5654.0,3116.0,Pedro Alvarez,01bvn,"Alvarez, Pedro",Pedro Alvarez,DH,"Alvarez, Pedro",PEDRO ALVAREZ MIA,PEDRO ALVAREZ MIA,PEDRO ALVAREZ MIA,PEDRO ALVAREZ MIA,PEDRO ALVAREZ MIA,PEDRO ALVAREZ MIA,PEDRO ALVAREZ MIA
alvarya01,YADIER ALVAREZ,3/7/1996,Yadier,Alvarez,[],NL,P,sa868984,YADIER ALVAREZ,665751.0,YADIER ALVAREZ,2227140.0,YADIER ALVAREZ,,alvarya01,9826.0,YADIER ALVAREZ,34960.0,NAN,,,107180.0,,NAN,"Alvarez, Yadier",R,R,Yadier Alvarez,"Alvarez, Yadier",13734.0,,,,,5740.0,Yadier Alvarez,,,Yadier Alvarez,P,"Alvarez, Yadier",YADIER ALVAREZ LAD,YADIER ALVAREZ LAD,YADIER ALVAREZ LAD,YADIER ALVAREZ LAD,YADIER ALVAREZ LAD,NAN LAD,NAN LAD
amarial01,ALEXI AMARISTA,4/6/1989,Alexi,Amarista,DET,,OF,9063,ALEXI AMARISTA,506560.0,ALEXI AMARISTA,1735053.0,ALEXI AMARISTA,amara001,amarial01,8914.0,ALEXI AMARISTA,30562.0,ALEXI AMARISTA,Alexi Amarista,AMARISTA19890406A,55889.0,8914.0,ALEXI AMARISTA,"Amarista, Alexi",L,R,Alexi Amarista,"Amarista, Alexi",11377.0,Alexi Amarista,13014.0,Alexi Amarista,18083.0,3785.0,Alexi Amarista,01sjn,"Amarista, Alexi",Alexi Amarista,OF,"Amarista, Alexi",ALEXI AMARISTA NAN,ALEXI AMARISTA NAN,ALEXI AMARISTA NAN,ALEXI AMARISTA NAN,ALEXI AMARISTA NAN,ALEXI AMARISTA NAN,ALEXI AMARISTA NAN
ambrihe01,HECTOR AMBRIZ,5/24/1984,Hector,Ambriz,SDN,NL,P,559,HECTOR AMBRIZ,459932.0,HECTOR AMBRIZ,1531174.0,HECTOR AMBRIZ,ambrh001,ambrihe01,8697.0,HECTOR AMBRIZ,29795.0,HECTOR AMBRIZ,,AMBRIZ19840524A,52005.0,8697.0,HECTOR AMBRIZ,"Ambriz, Hector",L,R,Hector Ambriz,"Ambriz, Hector",9427.0,,,,2265.0,,Hector Ambriz,,,Hector Ambriz,P,"Ambriz, Hector",HECTOR AMBRIZ SD,HECTOR AMBRIZ SD,HECTOR AMBRIZ SD,HECTOR AMBRIZ SD,HECTOR AMBRIZ SD,HECTOR AMBRIZ SD,HECTOR AMBRIZ SD
anderbr04,BRETT ANDERSON,2/1/1988,Brett,Anderson,OAK,,P,8223,BRETT ANDERSON,474463.0,BRETT ANDERSON,1611137.0,BRETT ANDERSON,andeb004,anderbr04,8409.0,BRETT ANDERSON,30041.0,BRETT ANDERSON,,ANDERSON19880201A,57286.0,8409.0,BRETT ANDERSON,"Anderson, Brett",L,L,Brett Anderson,"Anderson, Brett",9287.0,Brett Anderson,5416.0,Brett Anderson,2956.0,3110.0,Brett Anderson,01c1p,"Anderson, Brett",Brett Anderson,SP,"Anderson, Brett",BRETT ANDERSON NAN,BRETT ANDERSON NAN,BRETT ANDERSON NAN,BRETT ANDERSON NAN,BRETT ANDERSON NAN,BRETT ANDERSON NAN,BRETT ANDERSON NAN
anderbr05,BRYAN ANDERSON,12/16/1986,Bryan,Anderson,OAK,,C,9871,BRYAN ANDERSON,457762.0,BRYAN ANDERSON,593266.0,BRYAN D. ANDERSON,andeb005,anderbr05,8708.0,BRYAN ANDERSON,29697.0,BRYAN ANDERSON,,ANDERSON19780710A,32106.0,8708.0,BRYAN ANDERSON,"Anderson, Bryan",L,R,Bryan Anderson,"Anderson, Bryan",8986.0,,,,1466.0,,Bryan Anderson,,,Bryan Anderson,C,"Anderson, Bryan",BRYAN ANDERSON NAN,BRYAN ANDERSON NAN,BRYAN ANDERSON NAN,BRYAN D. ANDERSON NAN,BRYAN ANDERSON NAN,BRYAN ANDERSON NAN,BRYAN ANDERSON NAN
anderbr06,BRIAN ANDERSON,5/19/1993,Brian,Anderson,MIA,NL,3B,18289,BRIAN ANDERSON,605119.0,BRIAN ANDERSON,2167336.0,BRIAN ANDERSON,andeb006,anderbr06,10193.0,BRIAN ANDERSON,33776.0,BRIAN ANDERSON,,,70928.0,,NAN,"Anderson, Brian",R,R,Brian Anderson,"Anderson, Brian",13444.0,,,,23758.0,5663.0,Brian Anderson,02c63,"Anderson, Brian","Anderson, Brian",3B/OF,"Anderson, Brian",BRIAN ANDERSON MIA,BRIAN ANDERSON MIA,BRIAN ANDERSON MIA,BRIAN ANDERSON MIA,BRIAN ANDERSON MIA,BRIAN ANDERSON MIA,NAN MIA
anderch01,CHASE ANDERSON,11/30/1987,Chase,Anderson,MIL,NL,P,6895,CHASE ANDERSON,502624.0,CHASE ANDERSON,2027498.0,CHASE ANDERSON,andec001,anderch01,9698.0,CHASE ANDERSON,32690.0,CHASE ANDERSON,,ANDERSON19871130A,59304.0,9698.0,CHASE ANDERSON,"Anderson, Chase",R,R,Chase Anderson,"Anderson, Chase",12419.0,Chase Anderson,38161.0,Chase Anderson,5943.0,4621.0,Chase Anderson,026k6,"Anderson, Chase","Anderson, Chase",SP,"Anderson, Chase",CHASE ANDERSON MIL,CHASE ANDERSON MIL,CHASE ANDERSON MIL,CHASE ANDERSON MIL,CHASE ANDERSON MIL,CHASE ANDERSON MIL,CHASE ANDERSON MIL
anderco01,CODY ANDERSON,9/14/1990,Cody,Anderson,CLE,AL,P,12799,CODY ANDERSON,594736.0,CODY ANDERSON,2116982.0,CODY ANDERSON,andec002,anderco01,10004.0,CODY ANDERSON,33183.0,CODY ANDERSON,,ANDERSON19900914A,68741.0,10004.0,CODY ANDERSON,"Anderson, Cody",R,R,Cody Anderson,"Anderson, Cody",12905.0,Cody Anderson,62982.0,Cody Anderson,18478.0,4954.0,Cody Anderson,,,Cody Anderson,P,"Anderson, Cody",CODY ANDERSON CLE,CODY ANDERSON CLE,CODY ANDERSON CLE,CODY ANDERSON CLE,CODY ANDERSON CLE,CODY ANDERSON CLE,CODY ANDERSON CLE
anderia01,IAN ANDERSON,5/2/1998,Ian,Anderson,[],NL,P,sa917921,IAN ANDERSON,666120.0,IAN ANDERSON,,NAN,,anderia01,,IAN ANDERSON,40916.0,NAN,,,108822.0,,NAN,"Anderson, Ian",R,R,Ian Anderson,"Anderson, Ian",14241.0,,,,,5595.0,Ian Anderson,,,Ian Anderson,P,"Anderson, Ian",IAN ANDERSON ATL,IAN ANDERSON ATL,IAN ANDERSON ATL,NAN ATL,IAN ANDERSON ATL,NAN ATL,NAN ATL
anderju01,JUSTIN ANDERSON,9/28/1992,Justin,Anderson,ANA,AL,P,16201,JUSTIN ANDERSON,605121.0,JUSTIN ANDERSON,,NAN,,,10023.0,JUSTIN ANDERSON,,NAN,,,,,NAN,"Anderson, Justin",L,R,Justin Anderson,"Anderson, Justin",,,,,,,Justin Anderson,,,,,"Anderson, Justin",JUSTIN ANDERSON LAA,JUSTIN ANDERSON LAA,JUSTIN ANDERSON LAA,NAN LAA,JUSTIN ANDERSON LAA,NAN LAA,NAN LAA
anderla03,LARS ANDERSON,9/25/1987,Lars,Anderson,TOR,,1B,9018,LARS ANDERSON,502249.0,LARS ANDERSON,1599165.0,LARS ANDERSON,andel002,anderla03,8407.0,LARS ANDERSON,29299.0,LARS ANDERSON,,ANDERSON19870925A,55897.0,8407.0,LARS ANDERSON,"Anderson, Lars",L,L,Lars Anderson,"Anderson, Lars",9310.0,,,,2470.0,,Lars Anderson,,,Lars Anderson,1B,"Anderson, Lars",LARS ANDERSON NAN,LARS ANDERSON NAN,LARS ANDERSON NAN,LARS ANDERSON NAN,LARS ANDERSON NAN,LARS ANDERSON NAN,LARS ANDERSON NAN
anderti01,TIM ANDERSON,6/23/1993,Tim,Anderson,CHA,AL,SS,15172,TIM ANDERSON,641313.0,TIM ANDERSON,2066301.0,TIM ANDERSON,andet001,anderti01,9897.0,TIM ANDERSON,33184.0,TIM ANDERSON,,ANDERSON19930623A,102503.0,9897.0,TIM ANDERSON,"Anderson, Tim",R,R,Tim Anderson,"Anderson, Tim",12960.0,Tim Anderson,60672.0,Tim Anderson,18306.0,4962.0,Tim Anderson,3110,"Anderson, Tim","Anderson, Tim",SS,"Anderson, Tim",TIM ANDERSON CHW,TIM ANDERSON CHW,TIM ANDERSON CHW,TIM ANDERSON CHW,TIM ANDERSON CHW,TIM ANDERSON CHW,TIM ANDERSON CHW
anderty01,TYLER ANDERSON,12/30/1989,Tyler,Anderson,COL,NL,P,12880,TYLER ANDERSON,542881.0,TYLER ANDERSON,1894636.0,TYLER ANDERSON,andet002,anderty01,10031.0,TYLER ANDERSON,32151.0,TYLER ANDERSON,,ANDERSON19891230A,65947.0,10031.0,TYLER ANDERSON,"Anderson, Tyler",L,L,Tyler Anderson,"Anderson, Tyler",12142.0,Tyler Anderson,38246.0,Tyler Anderson,15081.0,5290.0,Tyler Anderson,026mq,"Anderson, Tyler","Anderson, Tyler",SP,"Anderson, Tyler",TYLER ANDERSON COL,TYLER ANDERSON COL,TYLER ANDERSON COL,TYLER ANDERSON COL,TYLER ANDERSON COL,TYLER ANDERSON COL,TYLER ANDERSON COL
andinro01,ROBERT ANDINO,4/25/1984,Robert,Andino,MIA,,2B,4900,ROBERT ANDINO,435180.0,ROBERT ANDINO,546224.0,ROBERT ANDINO,andir001,andinro01,7648.0,ROBERT ANDINO,6414.0,ROBERT ANDINO,,ANDINO19840425A,32118.0,7648.0,ROBERT ANDINO,"Andino, Robert",R,R,Robert Andino,"Andino, Robert",8021.0,,,,774.0,1177.0,Robert Andino,,,Robert Andino,2B,"Andino, Robert",ROBERT ANDINO NAN,ROBERT ANDINO NAN,ROBERT ANDINO NAN,ROBERT ANDINO NAN,ROBERT ANDINO NAN,ROBERT ANDINO NAN,ROBERT ANDINO NAN
andrejo03,JOHN ANDREOLI,6/9/1990,John,Andreoli,[],AL,OF,13012,JOHN ANDREOLI,607430.0,JOHN ANDREOLI,,NAN,,andrejo03,11022.0,JOHN ANDREOLI,32847.0,JOHN ANDREOLI,,,70572.0,,NAN,"Andreoli, John",R,R,John Andreoli,"Andreoli, John",12707.0,,,,28016.0,5887.0,John Andreoli,,,John Andreoli,OF,"Andreoli, John",JOHN ANDREOLI SEA,JOHN ANDREOLI SEA,JOHN ANDREOLI SEA,NAN SEA,JOHN ANDREOLI SEA,JOHN ANDREOLI SEA,NAN SEA
andrima01,MATTHEW ANDRIESE,8/28/1989,Matt,Andriese,TBA,NL,P,12022,MATT ANDRIESE,542882.0,MATT ANDRIESE,2114451.0,MATT ANDRIESE,andrm001,andrima01,9904.0,MATT ANDRIESE,32549.0,MATT ANDRIESE,,ANDRIESE19890828A,69156.0,9904.0,MATT ANDRIESE,"Andriese, Matt",R,R,Matt Andriese,"Andriese, Matt",12237.0,Matt Andriese,21919.0,Matt Andriese,18315.0,4872.0,Matt Andriese,02bsc,"Andriese, Matt","Andriese, Matt",RP,"Andriese, Matt",MATTHEW ANDRIESE ARI,MATT ANDRIESE ARI,MATT ANDRIESE ARI,MATT ANDRIESE ARI,MATT ANDRIESE ARI,MATT ANDRIESE ARI,MATT ANDRIESE ARI
andruel01,ELVIS ANDRUS,8/26/1988,Elvis,Andrus,TEX,AL,SS,8709,ELVIS ANDRUS,462101.0,ELVIS ANDRUS,1099374.0,ELVIS ANDRUS,andre001,andruel01,8401.0,ELVIS ANDRUS,29515.0,ELVIS ANDRUS,Elvis Andrus,ANDRUS19880826A,46980.0,8401.0,ELVIS ANDRUS,"Andrus, Elvis",R,R,Elvis Andrus,"Andrus, Elvis",8944.0,Elvis Andrus,5359.0,Elvis Andrus,2347.0,3115.0,Elvis Andrus,01bv1,"Andrus, Elvis","Andrus, Elvis",SS,"Andrus, Elvis",ELVIS ANDRUS TEX,ELVIS ANDRUS TEX,ELVIS ANDRUS TEX,ELVIS ANDRUS TEX,ELVIS ANDRUS TEX,ELVIS ANDRUS TEX,ELVIS ANDRUS TEX
andujmi01,MIGUEL ANDUJAR,3/2/1995,Miguel,Andujar,NYA,AL,3B,15878,MIQUEL ANDUJAR,609280.0,MIGUEL ANDUJAR,2167340.0,MIGUEL ANDUJAR,andum001,andujmi01,10544.0,MIGUEL ANDUJAR,33743.0,MIGUEL ANDUJAR,,,100349.0,10544.0,MIGUEL AND??JAR,"Andujar, Miguel",R,R,Miguel Andujar,"Andujar, Miguel",13719.0,,,,23720.0,5637.0,Miguel Andujar,02i3l,"Andujar, Miguel","Andujar, Miguel",3B,"Andujar, Miguel",MIGUEL ANDUJAR NYY,MIQUEL ANDUJAR NYY,MIGUEL ANDUJAR NYY,MIGUEL ANDUJAR NYY,MIGUEL ANDUJAR NYY,MIGUEL ANDUJAR NYY,MIGUEL AND??JAR NYY
ankieri01,RICK ANKIEL,7/19/1979,Rick,Ankiel,[],,OF,1142,RICK ANKIEL,150449.0,RICK ANKIEL,22045.0,RICK ANKIEL,ankir001,ankieri01,6320.0,RICK ANKIEL,4159.0,RICK ANKIEL,,ANKIEL19790719A,16692.0,6320.0,RICK ANKIEL,"Ankiel, Rick",L,L,Rick Ankiel,"Ankiel, Rick",,,,,822.0,,Rick Ankiel,,,,OF,"Ankiel, Rick",RICK ANKIEL NAN,RICK ANKIEL NAN,RICK ANKIEL NAN,RICK ANKIEL NAN,RICK ANKIEL NAN,RICK ANKIEL NAN,RICK ANKIEL NAN
annade01,DEAN ANNA,11/24/1986,Dean,Anna,CHA,AL,SS,8353,DEAN ANNA,542883.0,DEAN ANNA,1741372.0,DEAN ANNA,annad001,annade01,9654.0,DEAN ANNA,30851.0,DEAN ANNA,,ANNA19861124A,58021.0,9654.0,DEAN ANNA,"Anna, Dean",L,R,Dean Anna,"Anna, Dean",13226.0,Dean Anna,13952.0,,6119.0,4558.0,Dean Anna,,,Dean Anna,SS,"Anna, Dean",DEAN ANNA MIN,DEAN ANNA MIN,DEAN ANNA MIN,DEAN ANNA MIN,DEAN ANNA MIN,DEAN ANNA MIN,DEAN ANNA MIN
aokino01,NORICHIKA AOKI,1/5/1982,Norichika,Aoki,[],,OF,13075,NORI AOKI,493114.0,NORICHIKA AOKI,1937143.0,NORICHIKA AOKI,aokin001,aokino01,9094.0,NORICHIKA AOKI,32053.0,NORI AOKI,Norichika Aoki,AOKI19820105A,51312.0,9094.0,NORICHIKA AOKI,"Aoki, Norichika",L,R,Norichika Aoki,"Aoki, Norichika",9587.0,Norichika Aoki,16930.0,Norichika Aoki,18151.0,4035.0,Norichika Aoki,01t8d,"Aoki, Norichika",Norichika Aoki,OF,"Aoki, Norichika",NORICHIKA AOKI NAN,NORI AOKI NAN,NORICHIKA AOKI NAN,NORICHIKA AOKI NAN,NORICHIKA AOKI NAN,NORI AOKI NAN,NORICHIKA AOKI NAN
appelma01,MARK APPEL,7/15/1991,Mark,Appel,PHI,NL,P,sa501726,MARK APPEL,571446.0,MARK APPEL,2066290.0,MARK APPEL,,appelma01,9576.0,MARK APPEL,33141.0,MARK APPEL,,APPEL19910715A,70348.0,9576.0,MARK APPEL,"Appel, Mark",R,R,Mark Appel,"Appel, Mark",12449.0,,,Mark Appel,18243.0,4566.0,Mark Appel,02b2j,"Appel, Mark",Mark Appel,P,"Appel, Mark",MARK APPEL PHI,MARK APPEL PHI,MARK APPEL PHI,MARK APPEL PHI,MARK APPEL PHI,MARK APPEL PHI,MARK APPEL PHI
aranovi01,VICTOR ARANO,2/7/1995,Victor,Arano,PHI,NL,P,15915,VICTOR ARANO,644364.0,VICTOR ARANO,,NAN,,aranovi01,10828.0,VICTOR ARANO,36120.0,VICTOR ARANO,,,103580.0,,NAN,"Arano, Victor",R,R,Victor Arano,"Arano, Victor",13311.0,,,,20063.0,5722.0,Victor Arano,,,Victor Arano,RP,"Arano, Victor",VICTOR ARANO PHI,VICTOR ARANO PHI,VICTOR ARANO PHI,NAN PHI,VICTOR ARANO PHI,VICTOR ARANO PHI,NAN PHI
archech01,CHRIS ARCHER,9/26/1988,Chris,Archer,TBA,NL,P,6345,CHRIS ARCHER,502042.0,CHRIS ARCHER,1758899.0,CHRIS ARCHER,archc001,archech01,8849.0,CHRIS ARCHER,31003.0,CHRIS ARCHER,,ARCHER19880926A,50101.0,8849.0,CHRIS ARCHER,"Archer, Chris",R,R,Chris Archer,"Archer, Chris",9400.0,Chris Archer,12921.0,Chris Archer,4959.0,3671.0,Chris Archer,01uoy,"Archer, Chris","Archer, Chris",SP,"Archer, Chris",CHRIS ARCHER PIT,CHRIS ARCHER PIT,CHRIS ARCHER PIT,CHRIS ARCHER PIT,CHRIS ARCHER PIT,CHRIS ARCHER PIT,CHRIS ARCHER PIT
arciafr01,FRANCISCO ARCIA,9/14/1989,Francisco,Arcia,[],AL,C,10286,FRANCISCO ARCIA,516472.0,FRANCISCO ARCIA,,NAN,,arciafr01,11120.0,FRANCISCO ARCIA,,NAN,,,55912.0,,NAN,"Arcia, Francisco",L,R,Francisco Arcia,"Arcia, Francisco",15652.0,,,,9390.0,5121.0,Francisco Arcia,,,Francisco Arcia,C,"Arcia, Francisco",FRANCISCO ARCIA CHC,FRANCISCO ARCIA CHC,FRANCISCO ARCIA CHC,NAN CHC,FRANCISCO ARCIA CHC,NAN CHC,NAN CHC
arciaor01,ORLANDO ARCIA,8/4/1994,Orlando,Arcia,MIL,NL,SS,13185,ORLANDO ARCIA,606115.0,ORLANDO ARCIA,2041500.0,ORLANDO ARCIA,arcio002,arciaor01,9871.0,ORLANDO ARCIA,32530.0,ORLANDO ARCIA,,ARCIA19940804A,69600.0,9871.0,ORLANDO ARCIA,"Arcia, Orlando",R,R,Orlando Arcia,"Arcia, Orlando",12864.0,Orlando Arcia,21890.0,Orlando Arcia,18433.0,5088.0,Orlando Arcia,02i1q,"Arcia, Orlando","Arcia, Orlando",SS,"Arcia, Orlando",ORLANDO ARCIA MIL,ORLANDO ARCIA MIL,ORLANDO ARCIA MIL,ORLANDO ARCIA MIL,ORLANDO ARCIA MIL,ORLANDO ARCIA MIL,ORLANDO ARCIA MIL
arciaos01,OSWALDO ARCIA,5/9/1991,Oswaldo,Arcia,SDN,,OF,10306,OSWALDO ARCIA,542455.0,OSWALDO ARCIA,1803783.0,OSWALDO ARCIA,arcio001,arciaos01,9342.0,OSWALDO ARCIA,31262.0,OSWALDO ARCIA,Oswaldo Arcia,ARCIA19910509A,59769.0,9342.0,OSWALDO ARCIA,"Arcia, Oswaldo",L,R,Oswaldo Arcia,"Arcia, Oswaldo",11725.0,Oswaldo Arcia,17008.0,Oswaldo Arcia,12046.0,4000.0,Oswaldo Arcia,,,Oswaldo Arcia,OF,"Arcia, Oswaldo",OSWALDO ARCIA NAN,OSWALDO ARCIA NAN,OSWALDO ARCIA NAN,OSWALDO ARCIA NAN,OSWALDO ARCIA NAN,OSWALDO ARCIA NAN,OSWALDO ARCIA NAN
